id,code,name,category_code,price,image,tax,cost,tax_method,quantity,barcode_symbology,type,details,alert_quantity
110,320116000000,FW09,0,65,,0,0,1,43,ean13,standard,1 CALÇA 7,20
111,345116000000,FW10,0,70,,0,0,1,10,ean13,standard,1 CALÇA 8,20
112,340116000000,FW11,0,65,,0,0,1,5,ean13,standard,2 SAIA 8,20
113,390116000000,FW12,0,70,,0,0,1,24,ean13,standard,1 CALÇA LISA 7,20
114,390116000000,FW13,0,75,,0,0,1,41,ean13,standard,1 CALÇA 8,20
115,390116000000,FW14,0,75,,0,0,1,57,ean13,standard,1 CALÇA 7,20
116,90201931301,GL301,0,25,,0,0,1,1,ean13,standard,1 BLUSA 7,20
117,260097000000,GQ01,0,50,,0,0,1,207,ean13,standard,1 BLUSA 8,20
118,290097000000,GQ02,0,55,,0,0,1,0,ean13,standard,1 BLUSA 8,20
119,260097000000,GQ03,0,50,,0,0,1,46,ean13,standard,1 BLUSA 8,20
120,295107000000,GQ04,0,50,,0,0,1,46,ean13,standard,1 BLUSA 8,20
121,210107000000,GQ05,0,45,,0,0,1,0,ean13,standard,1 BLUSA 8,20
122,290107000000,GQ06,0,50,,0,0,1,86,ean13,standard,1 BLUSA 7,20
123,280107000000,GQ07,0,50,,0,0,1,38,ean13,standard,1 BLUSA 7,20
124,270107000000,GQ08,0,50,,0,0,1,74,ean13,standard,1 BLUSA LISA 7,20
125,280107000000,GQ09,0,50,,0,0,1,56,ean13,standard,1 BLUSA LISA 7,20
126,275107000000,GQ10,0,50,,0,0,1,31,ean13,standard,1 BLUSA LISA 7,20
127,260107000000,GQ11,0,50,,0,0,1,31,ean13,standard,1 BLUSA LISA 7,20
128,290107000000,GQ12,0,50,,0,0,1,25,ean13,standard,1 BLUSA LISA 7,20
129,200107000000,GQ13,0,45,,0,0,1,41,ean13,standard,1 BLUSA 8,20
130,260107000000,GQ14,0,50,,0,0,1,25,ean13,standard,1 BLUSA 7,20
131,270117000000,GQ15,0,50,,0,0,1,52,ean13,standard,1 BLUSA LISA 7,20
132,255117000000,GQ16,0,50,,0,0,1,0,ean13,standard,1 BLUSA MANGA LONGA 7,20
133,280117000000,GQ17,0,50,,0,0,1,52,ean13,standard,1 BLUSA LISA 8,20
134,270117000000,GQ18,0,50,,0,0,1,18,ean13,standard,1 BLUSA LISA 7,20
135,290117000000,GQ19,0,50,,0,0,1,34,ean13,standard,1 BLUSA LISA 8,20
136,270117000000,GQ22,0,50,,0,0,1,45,ean13,standard,1 BLUSA LISA 7,20
137,295117000000,GQ23,0,50,,0,0,1,29,ean13,standard,1 BLUSA LISA 7,20
138,295117000000,GQ24,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
139,250117000000,GQ25,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
140,250117000000,GQ26,0,50,,0,0,1,140,ean13,standard,1 BLUSA ESTAMPA 8,20
141,280117000000,GQ27,0,50,,0,0,1,27,ean13,standard,1 BLUSA LISA 8,20
142,295127000000,GQ28,0,55,,0,0,1,0,ean13,standard,1 BLUSA LISA 1,20
143,310127000000,GQ30,0,55,,0,0,1,32,ean13,standard,1 BLUSA ESTAMPA 8,20
144,295127000000,GQ31,0,50,,0,0,1,0,ean13,standard,1 BLUSA MANGA LONGA 8,20
145,290127000000,GQ32,0,50,,0,0,1,0,ean13,standard,1 BLUSA ESTAMPA 7,20
146,290127000000,GQ33,0,50,,0,0,1,0,ean13,standard,1 BLUSA ESTAMPADA 7,20
147,290127000000,GQ34,0,55,,0,0,1,16,ean13,standard,1 BLUSA LISA 8,20
148,295127000000,GQ35,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
149,285127000000,GQ36,0,55,,0,0,1,35,ean13,standard,1 BLUSA LISA 7,20
150,238127000000,GQ37,0,45,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
151,338127000000,GQ38,0,55,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
152,273017000000,GQ40,0,50,,0,0,1,0,ean13,standard,1 BLUSA ESTAMPADA 7,20
153,257017000000,GQ42,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
154,190057000000,GQ43,0,70,,0,0,1,0,ean13,standard,2 MACAQUINHO LISO ALCINHA 7,20
155,194057000000,GQ43,0,70,,0,0,1,0,ean13,standard,2 MACAQUINHO LISO ALCINHA 7,20
156,245067000000,GQ45,0,30,,0,0,1,22,ean13,standard,2 BLUSA LISA OMBRO A OMBRO 8,20
157,290118000000,HJ01,0,50,,0,0,1,114,ean13,standard,1 BLUSA LISA 7,20
158,410118000000,HJ02,0,90,,0,0,1,0,ean13,standard,1 VESTIDO MANGA LONGA 8,20
159,290118000000,HJ03,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
160,255118000000,HJ04,0,50,,0,0,1,0,ean13,standard,1 BLUSA ESTAMPA 8,20
161,460118000000,HJ05,0,100,,0,0,1,0,ean13,standard,1 VESTIDO ESTAMPADO 8,20
162,420128000000,HJ06,0,85,,0,0,1,0,ean13,standard,1 MACAQUINHO ESTAMPADO 7,20
163,450128000000,HJ07,0,90,,0,0,1,0,ean13,standard,1 VESTIDO ESTAMPADO 7,20
164,270128000000,HJ08,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
165,255128000000,HJ09,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 7,20
166,210068000000,HJ10,0,35,,0,0,1,86,ean13,standard,2 BLUSA LISA OMBRO VAZADO 8,20
167,185058000000,HJ14,0,15,,0,0,1,0,ean13,standard,2 BLUSA LISA CIGANINHA MANGA CURTA 8,20
168,205058000000,HJ15,0,35,,0,0,1,39,ean13,standard,2 BLUSA LISA OMBRO CAÍDO MANGA CURTA 8,20
169,400129000000,HL01,0,85,,0,0,1,0,ean13,standard,1 VESTIDO ESTAMPADO 7,20
170,380129000000,HL02,0,80,,0,0,1,0,ean13,standard,1 VESTIDO LISO 7,20
171,460129000000,HL04,0,90,,0,0,1,0,ean13,standard,1 VESTIDO ESTAMPADO 8,20
172,440129000000,HL05,0,90,,0,0,1,34,ean13,standard,1 VESTIDO ESTAMPA 7,20
173,235068000000,HS04,0,30,,0,0,1,62,ean13,standard,2 BLUSA LISA MANGA BUFANTE 8,20
174,390069000000,JB07,0,70,,0,0,1,22,ean13,standard,2 MACACÃO LISO ALCINHA 7,20
175,150079000000,JB10,0,30,,0,0,1,7,ean13,standard,2 BLUSA COM ESTAMPA M/C 8,20
176,160079000000,JB11,0,35,,0,0,1,1,ean13,standard,2 BLUSA M/C COM ESTAMPA 8,20
177,150079000000,JB12,0,30,,0,0,1,7,ean13,standard,2 BLUSA COM ESTAMPA M/C 8,20
178,160079000000,JB14,0,35,,0,0,1,4,ean13,standard,2 BLUSA COM ESTAMPA E AMARRAÇÃO M/C 8,20
179,155079000000,JB15,0,35,,0,0,1,0,ean13,standard,2 BLUSA LISA COM ESTAMPA MC 8,20
180,150079000000,JB16,0,30,,0,0,1,12,ean13,standard,2 BLUSA COM ESTAMPA M/C 8,20
181,160079000000,JB17,0,35,,0,0,1,5,ean13,standard,2 BLUSA COM ESTAMPA M/C 8,20
182,140079000000,JB21,0,15,,0,0,1,25,ean13,standard,2 BLUSA COM ESTAMPA OMBRO CAIDO 7,20
183,155079000000,JB22,0,15,,0,0,1,75,ean13,standard,2 CROPPED OMBRO ALTERNADO 7,20
184,160079000000,JB26,0,30,,0,0,1,0,ean13,standard,2 BLUSA M/C COM AMARRAÇÃO 8,20
185,128079000000,JB27,0,20,,0,0,1,6,ean13,standard,2 BLUSA COM ESTAMPA M/C 7,20
186,175202000000,JF303,0,25,,0,0,1,1,ean13,standard,1 BLUSA 7,20
187,100202000000,JF509,0,40,,0,0,1,2,ean13,standard,1 BLUSA 7,20
188,150202000000,JF510,0,30,,0,0,1,1,ean13,standard,1 BLUSA 7,20
189,150202000000,JF513,0,25,,0,0,1,1,ean13,standard,1 BLUSA 7,20
190,150202000000,JF514,0,25,,0,0,1,0,ean13,standard,1 MANGA LONGA 8,20
191,150202000000,JF519,0,25,,0,0,1,0,ean13,standard,1 BLUSA 7,20
192,100202000000,JF521,0,25,,0,0,1,0,ean13,standard,1 BLUSA 7,20
193,270115000000,JS01,0,50,,0,0,1,42,ean13,standard,1 BLUSA LISA 7,20
194,290118000000,KZ01,0,55,,0,0,1,8,ean13,standard,1 BLUSA LISA 7,20
195,300114000000,LP01,0,50,,0,0,1,0,ean13,standard,1 BLUSA MANGA LONGA 8,20
196,460854000000,LP02,0,35,,0,0,1,37,ean13,standard,2 VESTIDO BORDADO 8,20
197,460854000000,LP03,0,35,,0,0,1,77,ean13,standard,2 VESTIDO BORDADO 8,20
198,460854000000,LP05,0,35,,0,0,1,38,ean13,standard,2 VESTIDO BORDADO 8,20
199,460854000000,LP06,0,35,,0,0,1,19,ean13,standard,2 VESTIDO BORDADO 8,20
200,460854000000,LP07,0,35,,0,0,1,15,ean13,standard,2 VESTIDO BORDADO 8,20
201,460854000000,LP08,0,30,,0,0,1,79,ean13,standard,2 VESTIDO GUIPIR 8,20
